comp,envscenario,rep,dispersal,germination,survival,gamma
stable,14,41,3.1219715379718524e-5,0.5284381648525596,0.49487870070151985,26
stable,14,42,0.013129496190390728,0.4731029309332371,0.30881742550991476,8
stable,14,43,0.003384029890025414,0.22275472292676568,0.8933299691416323,7
stable,14,44,3.8689102634427886e-4,0.3969895327463746,0.09180535329505801,5
stable,14,45,0.04534644387660015,0.37725199782289565,0.4207980795763433,4
stable,14,46,5.406415071459216e-5,0.9613729517441243,0.933230824302882,23
stable,14,47,5.660921721715762e-5,0.7000990451779217,0.16651739506050944,24
stable,14,48,3.9863765914887104e-5,0.21790650696493685,0.28173811035230756,0
stable,14,49,0.5283786467553628,0.0466788241174072,0.9185589163098484,6
stable,14,50,0.134187180397924,0.08737688511610031,0.14126363373361528,0
stable,14,51,3.621896958686722e-5,0.8470155906397849,0.6048438106663525,33
stable,14,52,5.264625714702906e-4,0.4158385437913239,0.39151431107893586,7
stable,14,53,1.168734535574359e-4,0.5774311975110322,0.014474832452833652,20
stable,14,54,0.003942112469408693,0.5206320353318006,0.5568186352029443,4
stable,14,55,0.30741660555724964,0.2536877242382616,0.20127480546943843,4
stable,14,56,6.625075333844775e-5,0.5581746809184551,0.4505011294968426,19
stable,14,57,0.11597444314134542,0.8320999699644744,0.8307890894357115,7
stable,14,58,3.0546667443824804e-4,0.5383484242483974,0.7543931773398072,8
stable,14,59,5.961757929733041e-4,0.8065654118545353,0.8709379443898797,13
stable,14,60,4.971385316918322e-4,0.32777293934486806,0.7779710413888097,10
stable,14,61,0.034347460043160916,0.8964858730323613,0.22059502685442567,9
stable,14,62,0.012215709395717478,0.37419896968640387,0.5146180931478739,5
stable,14,63,0.4873068846561879,0.7979403738863766,0.20898691494949162,7
stable,14,64,2.1694842207764859e-4,0.6706769852899015,0.8979367022402585,15
stable,14,65,0.3896212925289065,0.8496595579199493,0.5828959960490465,5
stable,14,66,7.062787234389727e-5,0.17060689674690366,0.4715741209220141,0
stable,14,67,0.01292905314896893,0.7654232701752335,0.8282168377190828,6
stable,14,68,2.1862977766264e-5,0.1454880132805556,0.4836170822381973,0
stable,14,69,0.002170910953454096,0.21741468994878232,0.8504406285937876,8
stable,14,70,0.07290900821515876,0.8612697327043861,0.4500328213907778,5
stable,14,71,0.28620250600143493,0.8185366173274815,0.12253904715180397,5
stable,14,72,0.04951897783347558,0.3256941365543753,0.9619578041601926,5
stable,14,73,2.2135508487887366e-4,0.8078099533449858,0.23825175734236836,8
stable,14,74,7.360653778050323e-5,0.4046730275731534,0.10706477123312652,17
stable,14,75,0.003497102605212004,0.8695263885892928,0.45782230189070106,4
stable,14,76,0.13277808974399155,0.2689533361699432,0.7233399811666459,7
stable,14,77,5.369098713507137e-4,0.21677602687850595,0.24685248313471675,0
stable,14,78,0.003093922167086384,0.0420459508895874,0.8455258957110345,0
stable,14,79,0.07703677577131249,0.5138943232595921,0.6704750086646527,7
stable,14,80,4.068476258251524e-5,0.9448422433342785,0.846447829855606,22
stable,14,81,0.6143822453982014,0.9066309549380094,0.9014396655838937,9
stable,14,82,0.03925739023445019,0.8462576256133616,0.7141079565044492,6
stable,14,83,0.9843848104856581,0.8944696744438261,0.6963087990880013,5
stable,14,84,0.07357920074202294,0.7993901763111353,0.2783761622849852,5
stable,14,85,0.005343263926397107,0.9283360440749675,0.5845334590412676,11
stable,14,86,0.07808103857057488,0.23024314455688,0.44726214511319995,4
stable,14,87,1.2266839516582548e-4,0.3903629758860916,0.05672874813899398,11
stable,14,88,4.944083674279644e-4,0.7235121259000152,0.24509817129001021,10
stable,14,89,2.788053477474279e-5,0.29738303483463824,0.25716412137262523,7
stable,14,90,1.3020274959017615e-5,0.6600561267696321,0.9794859664980322,22
stable,14,91,0.04251308692988974,0.2003758349455893,0.07869316730648279,0
stable,14,92,9.721934300165643e-5,0.23973150737583637,0.26537918020039797,0
stable,14,93,0.002172325739112643,0.07857285044156015,0.6569519850891083,0
stable,14,94,0.29998959194799457,0.20803823950700462,0.9265761077404022,8
stable,14,95,2.6857410313156237e-4,0.5840549948625267,0.4369528603274375,15
stable,14,96,0.0022321064218146077,0.038694370072335005,0.9613227127119899,20
stable,14,97,0.0017315152104134914,0.593627238413319,0.24499239027500153,9
stable,14,98,3.884422995883874e-5,0.8033632286824286,0.619027313310653,21
stable,14,99,3.053739938848711e-5,0.14336455473676324,0.9182021955493838,19
stable,14,100,0.07854221093509375,0.09525091201066971,0.7787507609464228,4
stable,14,101,0.010490604829056694,0.9517428164836019,0.5001709307543933,9
stable,14,102,0.05104914283575748,0.2938315093051642,0.01681300764903426,2
stable,14,103,0.029723783589058816,0.47356450092047453,0.5142235406674445,6
stable,14,104,0.6552162995832351,0.5269941841252148,0.9575432522688061,9
stable,14,105,0.006534881696861673,0.3390030662994832,0.2602780831512064,4
stable,14,106,1.388098930881664e-5,0.3174745866563171,0.715893785469234,26
stable,14,107,0.26049210660415595,0.8154243715107441,0.42522991891019046,7
stable,14,108,4.5696909426399314e-4,0.1209114994853735,0.6904503146652132,0
stable,14,109,1.3121095836443795e-4,0.7080263427924365,0.052665382623672485,17
stable,14,110,0.12821673339764478,0.4762911135330796,0.7391630923375487,7
stable,14,111,0.006202363860666895,0.37564166728407145,0.4397616954520345,6
stable,14,112,0.03185349941185487,0.8685951796360314,0.2581284251064062,9
stable,14,113,1.0991647526059368e-4,0.622973813675344,0.6672036482486874,17
stable,14,114,3.84837261420917e-5,0.5510342430789024,0.3634030276443809,24
stable,14,115,2.1647612865569205e-5,0.9018275113776326,0.7900157200638205,24
stable,14,116,9.288669386616442e-4,0.30109234363771975,0.754991142777726,7
stable,14,117,4.366334742319041e-4,0.5281559268478304,0.6282515032216907,11
stable,14,118,2.2221047178407858e-4,0.603129367576912,0.32928079133853316,14
stable,14,119,0.09259284390682289,0.03358450229279697,0.44249828974716365,0
stable,14,120,0.0012280327332114033,0.13209038600325584,0.9145742524415255,19
stable,14,121,2.344025868910814e-5,0.2707063884008676,0.7602745352778584,21
stable,14,122,3.116875316834271e-4,0.7596188574098051,0.2018749718554318,15
stable,14,123,1.389004903961056e-4,0.28204264724627137,0.865989982848987,22
stable,14,124,2.1743579110271522e-4,0.21493009314872324,0.5247133956290781,5
stable,14,125,0.001461724213611221,0.30517762270756066,0.19779466651380062,2
stable,14,126,8.810030662092903e-4,0.4285875875502825,0.3922639093361795,7
stable,14,127,0.15542923147338286,0.38659661961719394,0.520378697430715,7
stable,14,128,3.422886528509268e-5,0.8496142940130085,0.4627692911308259,28
stable,14,129,0.22313717732391797,0.15891322097741067,0.8487626265268773,10
stable,14,130,4.479577760613824e-5,0.23492823517881334,0.4588768659159541,2
stable,14,131,0.4017694581474796,0.9777667808812112,0.856993744848296,7
stable,14,132,6.821192503081699e-4,0.5522721400484443,0.44886494311504066,8
stable,14,133,0.2883154736450497,0.05622256873175502,0.6091400142759085,0
stable,14,134,3.7699696698980745e-4,0.631380278384313,0.7153032713104039,14
stable,14,135,0.0753732274324101,0.8764129739720374,0.18667379370890558,3
stable,14,136,0.006473563948890195,0.7915467689745128,0.5904386807233095,8
stable,14,137,0.17107381784751757,0.5103342526126653,0.629225135082379,7
stable,14,138,0.03793977419003936,0.9152833295520395,0.5566070622298867,4
stable,14,139,0.13059922862263845,0.15011117467656732,0.9326111956033856,11
stable,14,140,0.001497403550344692,0.11173905269242823,0.9786918878089637,14
stable,14,141,0.01946909846736156,0.5258765579201281,0.445474099367857,5
stable,14,142,0.0042117531495189,0.2422675690613687,0.20719410968013108,0
stable,14,143,7.694636214717201e-4,0.5939532758202404,0.40722023812122643,6
stable,14,144,0.08644751807622912,0.9194625429809093,0.9423574055545032,7
stable,14,145,0.08360915344650875,0.738323729718104,0.061975062591955066,10
stable,14,146,0.013669092867830485,0.46877901488915086,0.5293008578009903,5
stable,14,147,0.0070360543775569735,0.7359651359729469,0.12466538441367447,6
stable,14,148,1.8156170421172214e-5,0.31944958795793355,0.07080797315575182,0
stable,14,149,0.00528384300011545,0.3605249086394906,0.45048877666704357,5
stable,14,150,3.902847627552159e-5,0.03793316916562617,0.8390025233384222,0
stable,14,151,0.004595000806428022,0.16394847561605275,0.3158372459001839,0
stable,14,152,0.31640635872304346,0.6505987669806927,0.3170964333694428,7
stable,14,153,0.05422538562746202,0.21654654084704816,0.0990585561376065,0
stable,14,154,2.2456629568057547e-5,0.06084491731598973,0.5440758091863245,0
stable,14,155,7.231474598004073e-5,0.81930739316158,0.18301525246351957,19
stable,14,156,0.28418513587878347,0.31153357471339405,0.6882729211356491,8
stable,14,157,0.1472486507773048,0.7706877803429961,0.4866651385091245,10
stable,14,158,0.06429414898540511,0.12701598927378654,0.6349541780073196,1
stable,14,159,1.560106774411586e-4,0.10792407300323248,0.9921487586107105,27
stable,14,160,0.4032877849397472,0.7552317494992167,0.7385486527346075,8
stable,14,161,1.2479163167803905e-4,0.2986127119511366,0.3376595010049641,15
stable,14,162,0.009254108571735063,0.962888706009835,0.3251880162861198,8
stable,14,163,1.6425654073331706e-4,0.04083321732468903,0.5181200031656772,0
stable,14,164,0.010367630202971143,0.14594306680373847,0.9121313814539462,12
stable,14,165,1.2283631161594173e-5,0.3183375196531415,0.5848376068752259,25
stable,14,166,0.001547086565616892,0.6486799854319543,0.3276438000611961,8
stable,14,167,0.27864968593664,0.33289645868353546,0.822220595786348,6
stable,14,168,1.7673322582495402e-5,0.42361426376737654,0.5397939856629819,29
stable,14,169,1.5848770314439128e-4,0.3241415866650641,0.5981609798036516,19
stable,14,170,0.06723529161298994,0.676695890026167,0.6789694051258266,8
stable,14,171,0.060062187365907335,0.2384947615209967,0.8617655273992568,12
stable,14,172,2.1650826670132652e-4,0.05616737832315266,0.8734746680129319,1
stable,14,173,0.0035280649390937455,0.8683477309532464,0.5025586150586605,5
stable,14,174,0.2533335205585243,0.9852000407408923,0.9555223006755114,7
stable,14,175,0.024457993703225933,0.6608578676823527,0.20551984594203532,4
stable,14,176,0.0017167459117679506,0.6047194774728268,0.7632949789986014,4
stable,14,177,1.4055820472501778e-5,0.8891271213069558,0.09082628763280809,30
stable,14,178,0.8381160972750066,0.5164562128484249,0.8484851578250527,6
stable,14,179,0.02915675820937679,0.785284299403429,0.39799801306799054,4
stable,14,180,3.4415398970698264e-4,0.16424052277579904,0.15125496499240398,0
stable,14,181,2.1545079075508502e-5,0.3572016682010144,0.5357254780828953,23
stable,14,182,3.512796690285122e-4,0.17510800599120557,0.32759786304086447,0
stable,14,183,2.004357493753175e-5,0.31978774326853454,0.4559463558252901,18
stable,14,184,0.06635643519285021,0.7383456770330667,0.4053655182942748,7
stable,14,185,2.521288455065545e-4,0.7008047557901591,0.23526373715139925,14
stable,14,186,6.901884036337146e-4,0.9238253086805344,0.9974318591412157,14
stable,14,187,5.892849105629405e-4,0.484621295472607,0.8791788334492594,14
stable,14,188,0.4992046662523184,0.8532042319420725,0.9883612210396677,8
stable,14,189,0.004517193685906164,0.13545619044452906,0.5858287983573973,0
stable,14,190,1.684875271817562e-4,0.5178380205761641,0.35268865688703954,18
stable,14,191,0.1477279587272844,0.8958301921375096,0.9185099108144641,8
stable,14,192,0.12221003333789728,0.7257685430813581,0.315105305518955,7
stable,14,193,2.834934492056036e-5,0.240195655496791,0.9355611596256495,28
stable,14,194,0.0502845042350867,0.965194980148226,0.9643732740078121,10
stable,14,195,0.009474390977872232,0.9040879108943045,0.7399120216723531,5
stable,14,196,0.0016442050818602188,0.6538902260363102,0.048574941232800484,11
stable,14,197,0.09606609453226155,0.683070131810382,0.2929835293907672,5
stable,14,198,1.1976249428713462e-4,0.8288554253522307,0.04705613269470632,18
stable,14,199,0.0031339940794210585,0.021914387587457895,0.034450478851795197,0
stable,14,200,0.38008382071604085,0.9543911998625845,0.3665276821702719,10
stable,14,201,0.0021117199027911155,0.3923209577333182,0.7964405396487564,7
stable,14,202,0.8310205776554188,0.016426474321633577,0.6896478137932718,0
stable,14,203,1.8170017136226693e-5,0.5072416088078171,0.176198769826442,24
stable,14,204,0.046634602169656106,0.7554995224345475,0.11936881230212748,5
stable,14,205,1.3799345361460097e-5,0.9674058386590332,0.9843541418667883,28
stable,14,206,0.0166908283210832,0.041181518230587244,0.515626328298822,0
stable,14,207,0.2591477777942493,0.6446522341575474,0.3711896089371294,8
stable,14,208,0.11877002229631012,0.9208520974498242,0.20629559480585158,5
stable,14,209,0.1719109293394218,0.05937129072844982,0.6084179366007447,0
stable,14,210,0.028804292511681682,0.9014333861414343,0.8837860173080117,8
stable,14,211,0.19631747136278585,0.36757215578109026,0.22586728143505752,4
stable,14,212,8.987443422342848e-5,0.8604053610470146,0.6793159348890185,28
stable,14,213,0.3487008155125486,0.4911933932453394,0.8535177749581635,5
stable,14,214,0.06284065037585337,0.8628585687838495,0.25960590527392924,8
stable,14,215,0.06360666563421906,0.18972737924195826,0.7817184936720878,6
stable,14,216,7.506076167101767e-4,0.06741944537498057,0.2489711013622582,0
stable,14,217,0.008867973333534371,0.5220943791791797,0.18337363679893315,7
stable,14,218,0.0027753703657832475,0.8083585912827402,0.944813254289329,6
stable,14,219,1.8893307806883407e-4,0.8901120445225388,0.004421619465574622,15
stable,14,220,1.2272538676311919e-5,0.5712769266683608,0.033436802215874195,25
stable,14,221,0.0031728906449527304,0.15990241896361113,0.24862897582352161,0
stable,14,222,0.08562434982501295,0.1906884452328086,0.07481633382849395,0
stable,14,223,0.34675756314104983,0.5288480990566313,0.17457870719954371,8
stable,14,224,1.8897165005660765e-5,0.15742111345753074,0.9304722505621612,27
stable,14,225,0.023799896291410598,0.11948548909276724,0.3344123854767531,0
stable,14,226,0.6272983846226864,0.9550560233183205,0.15846170508302748,8
stable,14,227,1.222045261893578e-4,0.4986625467427075,0.528319014236331,21
stable,14,228,0.21629035314376538,0.49995729979127645,0.8528080456890166,7
stable,14,229,0.010798432237608934,0.5348033499903977,0.4420636200811714,5
stable,14,230,0.0030467449043550363,0.2631090823560953,0.7942478377372026,6
stable,14,231,2.322644878536501e-4,0.7386051926296204,0.08937593270093203,15
stable,14,232,0.0029099856027132534,0.257608623476699,0.33087962539866567,3
stable,14,233,0.0015054707788655184,0.38634213572368026,0.9787667810451239,9
stable,14,234,0.0034822478649914976,0.7460233368910849,0.8733242829330266,7
stable,14,235,0.30293431826573414,0.8631061443593353,0.7453417421784252,8
stable,14,236,4.713276693515074e-4,0.6454910321626812,0.6414461981039494,11
stable,14,237,0.5878538810701311,0.8429405707865953,0.9025257453322411,8
stable,14,238,2.5144059031789436e-4,0.7962635101284832,0.7170608667656779,10
stable,14,239,1.2911603648578992e-4,0.38974836049601436,0.005400100257247686,17
stable,14,240,0.10318408196644939,0.8917284524068236,0.5789414283353835,6
stable,14,241,0.06399324788106477,0.074911093339324,0.544058038154617,0
stable,14,242,0.684700499962505,0.020723123801872134,0.9667194860521704,10
stable,14,243,0.017643534102446956,0.41060995659790933,0.3241798870731145,5
stable,14,244,0.021988553983746675,0.07514616497792304,0.24201280367560685,0
stable,14,245,0.0016415426487501683,0.6650314435828477,0.7859743195585907,10
stable,14,246,0.0017201394580006416,0.11041178437881172,0.7078202595002949,0
stable,14,247,1.2358521262917423e-4,0.14052574383094907,0.11420560884289443,0
stable,14,248,1.5757631678580057e-5,0.27971185417845845,0.5975734479725361,23
stable,14,249,4.262520836088625e-4,0.3999506267718971,0.8838079937268049,11
stable,14,250,0.7771868058057021,0.7385469828732312,0.7945811590179801,5
stable,15,1,4.861766836699242e-4,0.6472422254737467,0.058493122924119234,8
stable,15,2,0.015522138554342455,0.1638536776881665,0.8511892752721906,7
stable,15,3,0.3365654861053039,0.47538217599503696,0.918458875734359,8
stable,15,4,0.013530095817326993,0.8603119743056595,0.6873546806164086,6
stable,15,5,1.0013129533042863e-5,0.9220626754686236,0.7388532403856516,34
stable,15,6,0.023452231658038013,0.188633301993832,0.8120599829126149,6
stable,15,7,4.977732845333764e-4,0.5076259258203208,0.416666679084301,14
stable,15,8,0.0014816140221384103,0.20180808031000197,0.24723500153049827,0
stable,15,9,0.22158376210492836,0.22708411957137287,0.4749053348787129,4
stable,15,10,0.004794728163337366,0.16290820785798132,0.2487464810255915,0
